uniq,kingdom,phylum
uniq32941,non-Eukaryote,non-Eukaryote
uniq32925,non-Eukaryote,non-Eukaryote
uniq32967,non-Eukaryote,non-Eukaryote
uniq32963,non-Eukaryote,non-Eukaryote
uniq32965,non-Eukaryote,non-Eukaryote
uniq32978,non-Eukaryote,non-Eukaryote
uniq32993,non-Eukaryote,non-Eukaryote
uniq32983,non-Eukaryote,non-Eukaryote
uniq33007,non-Eukaryote,non-Eukaryote
uniq33000,non-Eukaryote,non-Eukaryote
uniq33018,non-Eukaryote,non-Eukaryote
uniq33031,non-Eukaryote,non-Eukaryote
uniq33047,non-Eukaryote,non-Eukaryote
uniq33066,non-Eukaryote,non-Eukaryote
uniq33072,non-Eukaryote,non-Eukaryote
uniq33073,non-Eukaryote,non-Eukaryote
uniq33098,non-Eukaryote,non-Eukaryote
uniq33100,non-Eukaryote,non-Eukaryote
uniq33113,non-Eukaryote,non-Eukaryote
uniq33108,non-Eukaryote,non-Eukaryote
uniq33105,non-Eukaryote,non-Eukaryote
uniq33120,non-Eukaryote,non-Eukaryote
uniq33124,non-Eukaryote,non-Eukaryote
uniq33122,non-Eukaryote,non-Eukaryote
uniq33155,non-Eukaryote,non-Eukaryote
uniq33171,non-Eukaryote,non-Eukaryote
uniq33217,non-Eukaryote,non-Eukaryote
uniq33221,non-Eukaryote,non-Eukaryote
uniq33222,non-Eukaryote,non-Eukaryote
uniq33234,non-Eukaryote,non-Eukaryote
uniq33243,non-Eukaryote,non-Eukaryote
uniq33247,non-Eukaryote,non-Eukaryote
uniq33285,non-Eukaryote,non-Eukaryote
uniq33286,non-Eukaryote,non-Eukaryote
uniq33291,non-Eukaryote,non-Eukaryote
uniq33319,non-Eukaryote,non-Eukaryote
uniq33314,non-Eukaryote,non-Eukaryote
uniq33360,non-Eukaryote,non-Eukaryote
uniq33373,non-Eukaryote,non-Eukaryote
uniq33390,non-Eukaryote,non-Eukaryote
uniq33398,non-Eukaryote,non-Eukaryote
uniq33413,non-Eukaryote,non-Eukaryote
uniq33420,non-Eukaryote,non-Eukaryote
uniq33439,non-Eukaryote,non-Eukaryote
uniq33424,non-Eukaryote,non-Eukaryote
uniq33451,non-Eukaryote,non-Eukaryote
uniq33458,non-Eukaryote,non-Eukaryote
uniq33491,non-Eukaryote,non-Eukaryote
uniq33501,non-Eukaryote,non-Eukaryote
uniq33497,non-Eukaryote,non-Eukaryote
uniq33525,non-Eukaryote,non-Eukaryote
uniq33524,non-Eukaryote,non-Eukaryote
uniq33532,non-Eukaryote,non-Eukaryote
uniq33538,non-Eukaryote,non-Eukaryote
uniq33535,non-Eukaryote,non-Eukaryote
uniq33540,non-Eukaryote,non-Eukaryote
uniq33546,non-Eukaryote,non-Eukaryote
uniq33608,non-Eukaryote,non-Eukaryote
uniq33578,non-Eukaryote,non-Eukaryote
uniq33618,non-Eukaryote,non-Eukaryote
uniq33620,non-Eukaryote,non-Eukaryote
uniq33619,non-Eukaryote,non-Eukaryote
uniq33635,non-Eukaryote,non-Eukaryote
uniq33629,non-Eukaryote,non-Eukaryote
uniq33636,non-Eukaryote,non-Eukaryote
uniq33646,non-Eukaryote,non-Eukaryote
uniq33671,non-Eukaryote,non-Eukaryote
uniq33684,non-Eukaryote,non-Eukaryote
uniq33677,non-Eukaryote,non-Eukaryote
uniq33705,non-Eukaryote,non-Eukaryote
uniq33716,non-Eukaryote,non-Eukaryote
uniq33720,non-Eukaryote,non-Eukaryote
uniq33721,non-Eukaryote,non-Eukaryote
uniq33730,non-Eukaryote,non-Eukaryote
uniq33739,non-Eukaryote,non-Eukaryote
uniq33749,non-Eukaryote,non-Eukaryote
uniq33761,non-Eukaryote,non-Eukaryote
uniq33763,non-Eukaryote,non-Eukaryote
uniq33783,non-Eukaryote,non-Eukaryote
uniq33826,non-Eukaryote,non-Eukaryote
uniq33820,non-Eukaryote,non-Eukaryote
uniq33849,non-Eukaryote,non-Eukaryote
uniq33850,non-Eukaryote,non-Eukaryote
uniq33934,non-Eukaryote,non-Eukaryote
uniq33936,non-Eukaryote,non-Eukaryote
uniq33958,non-Eukaryote,non-Eukaryote
uniq33980,non-Eukaryote,non-Eukaryote
uniq33971,non-Eukaryote,non-Eukaryote
uniq33990,non-Eukaryote,non-Eukaryote
uniq34007,non-Eukaryote,non-Eukaryote
uniq34028,non-Eukaryote,non-Eukaryote
uniq34037,non-Eukaryote,non-Eukaryote
uniq34041,non-Eukaryote,non-Eukaryote
uniq34056,non-Eukaryote,non-Eukaryote
uniq34057,non-Eukaryote,non-Eukaryote
uniq34064,non-Eukaryote,non-Eukaryote
uniq34111,non-Eukaryote,non-Eukaryote
uniq34133,non-Eukaryote,non-Eukaryote
uniq34154,non-Eukaryote,non-Eukaryote
uniq34157,non-Eukaryote,non-Eukaryote
uniq34161,non-Eukaryote,non-Eukaryote
uniq34182,non-Eukaryote,non-Eukaryote
uniq34213,non-Eukaryote,non-Eukaryote
uniq34230,non-Eukaryote,non-Eukaryote
uniq34220,non-Eukaryote,non-Eukaryote
uniq34257,non-Eukaryote,non-Eukaryote
uniq34248,non-Eukaryote,non-Eukaryote
uniq34271,non-Eukaryote,non-Eukaryote
uniq34266,non-Eukaryote,non-Eukaryote
uniq34279,non-Eukaryote,non-Eukaryote
uniq34285,non-Eukaryote,non-Eukaryote
uniq34291,non-Eukaryote,non-Eukaryote
uniq34288,non-Eukaryote,non-Eukaryote
uniq34299,non-Eukaryote,non-Eukaryote
uniq34301,non-Eukaryote,non-Eukaryote
uniq34300,non-Eukaryote,non-Eukaryote
uniq34295,non-Eukaryote,non-Eukaryote
uniq34296,non-Eukaryote,non-Eukaryote
uniq34302,non-Eukaryote,non-Eukaryote
uniq34319,non-Eukaryote,non-Eukaryote
uniq34321,non-Eukaryote,non-Eukaryote
uniq34320,non-Eukaryote,non-Eukaryote
uniq34322,non-Eukaryote,non-Eukaryote
uniq34329,non-Eukaryote,non-Eukaryote
uniq34357,non-Eukaryote,non-Eukaryote
uniq34333,non-Eukaryote,non-Eukaryote
uniq34359,non-Eukaryote,non-Eukaryote
uniq34380,non-Eukaryote,non-Eukaryote
uniq34371,non-Eukaryote,non-Eukaryote
uniq34384,non-Eukaryote,non-Eukaryote
uniq34412,non-Eukaryote,non-Eukaryote
uniq34433,non-Eukaryote,non-Eukaryote
uniq34447,non-Eukaryote,non-Eukaryote
uniq34480,non-Eukaryote,non-Eukaryote
uniq34488,non-Eukaryote,non-Eukaryote
uniq34494,non-Eukaryote,non-Eukaryote
uniq34496,non-Eukaryote,non-Eukaryote
uniq34495,non-Eukaryote,non-Eukaryote
uniq34512,non-Eukaryote,non-Eukaryote
uniq34506,non-Eukaryote,non-Eukaryote
uniq34562,non-Eukaryote,non-Eukaryote
uniq34555,non-Eukaryote,non-Eukaryote
uniq34572,non-Eukaryote,non-Eukaryote
uniq34635,non-Eukaryote,non-Eukaryote
uniq34650,non-Eukaryote,non-Eukaryote
uniq34657,non-Eukaryote,non-Eukaryote
uniq34671,non-Eukaryote,non-Eukaryote
uniq34637,non-Eukaryote,non-Eukaryote
uniq34676,non-Eukaryote,non-Eukaryote
uniq34672,non-Eukaryote,non-Eukaryote
uniq34722,non-Eukaryote,non-Eukaryote
uniq34730,non-Eukaryote,non-Eukaryote
uniq34758,non-Eukaryote,non-Eukaryote
uniq34767,non-Eukaryote,non-Eukaryote
uniq34782,non-Eukaryote,non-Eukaryote
uniq34780,non-Eukaryote,non-Eukaryote
uniq34794,non-Eukaryote,non-Eukaryote
uniq34812,non-Eukaryote,non-Eukaryote
uniq34879,non-Eukaryote,non-Eukaryote
uniq34848,non-Eukaryote,non-Eukaryote
uniq34900,non-Eukaryote,non-Eukaryote
uniq34909,non-Eukaryote,non-Eukaryote
uniq34936,non-Eukaryote,non-Eukaryote
uniq34950,non-Eukaryote,non-Eukaryote
uniq34956,non-Eukaryote,non-Eukaryote
uniq34960,non-Eukaryote,non-Eukaryote
uniq34975,non-Eukaryote,non-Eukaryote
uniq34994,non-Eukaryote,non-Eukaryote
uniq35009,non-Eukaryote,non-Eukaryote
uniq35019,non-Eukaryote,non-Eukaryote
uniq35047,non-Eukaryote,non-Eukaryote
uniq35035,non-Eukaryote,non-Eukaryote
uniq35064,non-Eukaryote,non-Eukaryote
uniq35077,non-Eukaryote,non-Eukaryote
uniq35093,non-Eukaryote,non-Eukaryote
uniq35097,non-Eukaryote,non-Eukaryote
uniq35120,non-Eukaryote,non-Eukaryote
uniq35161,non-Eukaryote,non-Eukaryote
uniq35131,non-Eukaryote,non-Eukaryote
uniq35127,non-Eukaryote,non-Eukaryote
uniq35160,non-Eukaryote,non-Eukaryote
uniq35182,non-Eukaryote,non-Eukaryote
uniq35194,non-Eukaryote,non-Eukaryote
uniq35168,non-Eukaryote,non-Eukaryote
uniq35204,non-Eukaryote,non-Eukaryote
uniq35210,non-Eukaryote,non-Eukaryote
uniq35223,non-Eukaryote,non-Eukaryote
uniq35239,non-Eukaryote,non-Eukaryote
uniq35242,non-Eukaryote,non-Eukaryote
uniq35258,non-Eukaryote,non-Eukaryote
uniq35257,non-Eukaryote,non-Eukaryote
uniq35259,non-Eukaryote,non-Eukaryote
uniq35264,non-Eukaryote,non-Eukaryote
uniq35282,non-Eukaryote,non-Eukaryote
uniq35332,non-Eukaryote,non-Eukaryote
uniq35327,non-Eukaryote,non-Eukaryote
uniq35331,non-Eukaryote,non-Eukaryote
uniq35351,non-Eukaryote,non-Eukaryote
uniq35364,non-Eukaryote,non-Eukaryote
uniq35390,non-Eukaryote,non-Eukaryote
uniq35387,non-Eukaryote,non-Eukaryote
uniq35396,non-Eukaryote,non-Eukaryote
uniq35402,non-Eukaryote,non-Eukaryote
uniq35423,non-Eukaryote,non-Eukaryote
uniq35431,non-Eukaryote,non-Eukaryote
uniq35477,non-Eukaryote,non-Eukaryote
uniq35478,non-Eukaryote,non-Eukaryote
uniq35465,non-Eukaryote,non-Eukaryote
uniq35490,non-Eukaryote,non-Eukaryote
uniq35507,non-Eukaryote,non-Eukaryote
uniq35517,non-Eukaryote,non-Eukaryote
uniq35550,non-Eukaryote,non-Eukaryote
uniq35555,non-Eukaryote,non-Eukaryote
uniq35590,non-Eukaryote,non-Eukaryote
uniq35591,non-Eukaryote,non-Eukaryote
uniq35605,non-Eukaryote,non-Eukaryote
uniq35628,non-Eukaryote,non-Eukaryote
uniq35635,non-Eukaryote,non-Eukaryote
uniq35653,non-Eukaryote,non-Eukaryote
uniq35705,non-Eukaryote,non-Eukaryote
uniq35725,non-Eukaryote,non-Eukaryote
uniq35747,non-Eukaryote,non-Eukaryote
uniq35779,non-Eukaryote,non-Eukaryote
uniq35782,non-Eukaryote,non-Eukaryote
uniq35818,non-Eukaryote,non-Eukaryote
uniq35884,non-Eukaryote,non-Eukaryote
uniq35892,non-Eukaryote,non-Eukaryote
uniq35926,non-Eukaryote,non-Eukaryote
uniq35927,non-Eukaryote,non-Eukaryote
uniq35960,non-Eukaryote,non-Eukaryote
uniq35981,non-Eukaryote,non-Eukaryote
uniq35988,non-Eukaryote,non-Eukaryote
uniq36053,non-Eukaryote,non-Eukaryote
uniq36059,non-Eukaryote,non-Eukaryote
uniq36055,non-Eukaryote,non-Eukaryote
uniq36078,non-Eukaryote,non-Eukaryote
uniq36092,non-Eukaryote,non-Eukaryote
uniq36095,non-Eukaryote,non-Eukaryote
uniq36114,non-Eukaryote,non-Eukaryote
uniq36191,non-Eukaryote,non-Eukaryote
uniq36145,non-Eukaryote,non-Eukaryote
uniq36205,non-Eukaryote,non-Eukaryote
uniq36200,non-Eukaryote,non-Eukaryote
uniq36218,non-Eukaryote,non-Eukaryote
uniq36239,non-Eukaryote,non-Eukaryote
uniq36241,non-Eukaryote,non-Eukaryote
uniq36317,non-Eukaryote,non-Eukaryote
uniq36323,non-Eukaryote,non-Eukaryote
uniq36343,non-Eukaryote,non-Eukaryote
uniq36380,non-Eukaryote,non-Eukaryote
uniq36359,non-Eukaryote,non-Eukaryote
uniq36355,non-Eukaryote,non-Eukaryote
uniq36383,non-Eukaryote,non-Eukaryote
uniq36390,non-Eukaryote,non-Eukaryote
uniq36385,non-Eukaryote,non-Eukaryote
uniq36438,non-Eukaryote,non-Eukaryote
uniq36448,non-Eukaryote,non-Eukaryote
uniq36458,non-Eukaryote,non-Eukaryote
uniq36464,non-Eukaryote,non-Eukaryote
uniq36473,non-Eukaryote,non-Eukaryote
uniq36490,non-Eukaryote,non-Eukaryote
uniq36493,non-Eukaryote,non-Eukaryote
uniq36501,non-Eukaryote,non-Eukaryote
uniq36544,non-Eukaryote,non-Eukaryote
uniq36507,non-Eukaryote,non-Eukaryote
uniq36539,non-Eukaryote,non-Eukaryote
uniq36517,non-Eukaryote,non-Eukaryote
uniq36563,non-Eukaryote,non-Eukaryote
uniq36579,non-Eukaryote,non-Eukaryote
uniq36587,non-Eukaryote,non-Eukaryote
uniq36687,non-Eukaryote,non-Eukaryote
uniq36658,non-Eukaryote,non-Eukaryote
uniq36715,non-Eukaryote,non-Eukaryote
uniq36694,non-Eukaryote,non-Eukaryote
uniq36725,non-Eukaryote,non-Eukaryote
uniq36717,non-Eukaryote,non-Eukaryote
uniq36763,non-Eukaryote,non-Eukaryote
uniq36775,non-Eukaryote,non-Eukaryote
uniq36777,non-Eukaryote,non-Eukaryote
uniq36785,non-Eukaryote,non-Eukaryote
uniq36795,non-Eukaryote,non-Eukaryote
uniq36813,non-Eukaryote,non-Eukaryote
uniq36830,non-Eukaryote,non-Eukaryote
uniq36837,non-Eukaryote,non-Eukaryote
uniq36854,non-Eukaryote,non-Eukaryote
uniq36858,non-Eukaryote,non-Eukaryote
uniq36964,non-Eukaryote,non-Eukaryote
uniq36942,non-Eukaryote,non-Eukaryote
uniq36973,non-Eukaryote,non-Eukaryote
uniq36991,non-Eukaryote,non-Eukaryote
uniq37009,non-Eukaryote,non-Eukaryote
uniq37020,non-Eukaryote,non-Eukaryote
uniq37057,non-Eukaryote,non-Eukaryote
uniq37172,non-Eukaryote,non-Eukaryote
uniq37178,non-Eukaryote,non-Eukaryote
uniq37182,non-Eukaryote,non-Eukaryote
uniq37184,non-Eukaryote,non-Eukaryote
uniq37213,non-Eukaryote,non-Eukaryote
uniq37231,non-Eukaryote,non-Eukaryote
uniq37238,non-Eukaryote,non-Eukaryote
uniq37259,non-Eukaryote,non-Eukaryote
uniq37251,non-Eukaryote,non-Eukaryote
uniq37269,non-Eukaryote,non-Eukaryote
uniq37282,non-Eukaryote,non-Eukaryote
uniq37280,non-Eukaryote,non-Eukaryote
uniq37299,non-Eukaryote,non-Eukaryote
uniq37326,non-Eukaryote,non-Eukaryote
uniq37386,non-Eukaryote,non-Eukaryote
uniq37392,non-Eukaryote,non-Eukaryote
uniq37440,non-Eukaryote,non-Eukaryote
uniq37449,non-Eukaryote,non-Eukaryote
uniq37466,non-Eukaryote,non-Eukaryote
uniq37490,non-Eukaryote,non-Eukaryote
uniq37496,non-Eukaryote,non-Eukaryote
uniq37538,non-Eukaryote,non-Eukaryote
uniq37571,non-Eukaryote,non-Eukaryote
uniq37590,non-Eukaryote,non-Eukaryote
uniq37624,non-Eukaryote,non-Eukaryote
uniq37619,non-Eukaryote,non-Eukaryote
uniq37652,non-Eukaryote,non-Eukaryote
uniq37655,non-Eukaryote,non-Eukaryote
uniq37685,non-Eukaryote,non-Eukaryote
uniq37706,non-Eukaryote,non-Eukaryote
uniq37746,non-Eukaryote,non-Eukaryote
uniq37742,non-Eukaryote,non-Eukaryote
uniq37777,non-Eukaryote,non-Eukaryote
uniq37787,non-Eukaryote,non-Eukaryote
uniq37792,non-Eukaryote,non-Eukaryote
uniq37831,non-Eukaryote,non-Eukaryote
uniq37834,non-Eukaryote,non-Eukaryote
uniq37856,non-Eukaryote,non-Eukaryote
uniq37872,non-Eukaryote,non-Eukaryote
uniq37897,non-Eukaryote,non-Eukaryote
uniq37906,non-Eukaryote,non-Eukaryote
uniq37922,non-Eukaryote,non-Eukaryote
uniq37933,non-Eukaryote,non-Eukaryote
uniq37979,non-Eukaryote,non-Eukaryote
uniq37984,non-Eukaryote,non-Eukaryote
uniq38013,non-Eukaryote,non-Eukaryote
uniq38015,non-Eukaryote,non-Eukaryote
uniq38022,non-Eukaryote,non-Eukaryote
uniq38027,non-Eukaryote,non-Eukaryote
uniq38044,non-Eukaryote,non-Eukaryote
uniq38065,non-Eukaryote,non-Eukaryote
uniq38084,non-Eukaryote,non-Eukaryote
uniq38099,non-Eukaryote,non-Eukaryote
uniq38113,non-Eukaryote,non-Eukaryote
uniq38130,non-Eukaryote,non-Eukaryote
uniq38137,non-Eukaryote,non-Eukaryote
uniq38142,non-Eukaryote,non-Eukaryote
uniq38186,non-Eukaryote,non-Eukaryote
uniq38200,non-Eukaryote,non-Eukaryote
uniq38263,non-Eukaryote,non-Eukaryote
uniq38264,non-Eukaryote,non-Eukaryote
uniq38268,non-Eukaryote,non-Eukaryote
uniq38293,non-Eukaryote,non-Eukaryote
uniq38314,non-Eukaryote,non-Eukaryote
uniq38324,non-Eukaryote,non-Eukaryote
uniq38336,non-Eukaryote,non-Eukaryote
uniq38346,non-Eukaryote,non-Eukaryote
uniq38342,non-Eukaryote,non-Eukaryote
uniq38343,non-Eukaryote,non-Eukaryote
uniq38356,non-Eukaryote,non-Eukaryote
uniq38370,non-Eukaryote,non-Eukaryote
uniq38362,non-Eukaryote,non-Eukaryote
uniq38360,non-Eukaryote,non-Eukaryote
uniq38385,non-Eukaryote,non-Eukaryote
uniq38395,non-Eukaryote,non-Eukaryote
uniq38411,non-Eukaryote,non-Eukaryote
uniq38421,non-Eukaryote,non-Eukaryote
uniq38433,non-Eukaryote,non-Eukaryote
uniq38427,non-Eukaryote,non-Eukaryote
uniq38470,non-Eukaryote,non-Eukaryote
uniq38504,non-Eukaryote,non-Eukaryote
uniq38509,non-Eukaryote,non-Eukaryote
uniq38605,non-Eukaryote,non-Eukaryote
uniq38592,non-Eukaryote,non-Eukaryote
uniq38614,non-Eukaryote,non-Eukaryote
uniq38666,non-Eukaryote,non-Eukaryote
uniq38687,non-Eukaryote,non-Eukaryote
uniq38722,non-Eukaryote,non-Eukaryote
uniq38723,non-Eukaryote,non-Eukaryote
uniq38729,non-Eukaryote,non-Eukaryote
uniq38742,non-Eukaryote,non-Eukaryote
uniq38747,non-Eukaryote,non-Eukaryote
uniq38745,non-Eukaryote,non-Eukaryote
uniq38749,non-Eukaryote,non-Eukaryote
uniq38752,non-Eukaryote,non-Eukaryote
uniq38760,non-Eukaryote,non-Eukaryote
uniq38767,non-Eukaryote,non-Eukaryote
uniq38792,non-Eukaryote,non-Eukaryote
uniq38806,non-Eukaryote,non-Eukaryote
uniq38829,non-Eukaryote,non-Eukaryote
uniq38837,non-Eukaryote,non-Eukaryote
uniq38881,non-Eukaryote,non-Eukaryote
uniq38852,non-Eukaryote,non-Eukaryote
uniq38868,non-Eukaryote,non-Eukaryote
uniq38853,non-Eukaryote,non-Eukaryote
uniq38905,non-Eukaryote,non-Eukaryote
uniq38949,non-Eukaryote,non-Eukaryote
uniq38955,non-Eukaryote,non-Eukaryote
uniq38960,non-Eukaryote,non-Eukaryote
uniq38976,non-Eukaryote,non-Eukaryote
uniq38985,non-Eukaryote,non-Eukaryote
uniq39007,non-Eukaryote,non-Eukaryote
uniq39020,non-Eukaryote,non-Eukaryote
uniq39037,non-Eukaryote,non-Eukaryote
uniq39041,non-Eukaryote,non-Eukaryote
uniq39099,non-Eukaryote,non-Eukaryote
uniq39125,non-Eukaryote,non-Eukaryote
uniq39121,non-Eukaryote,non-Eukaryote
uniq39127,non-Eukaryote,non-Eukaryote
uniq39129,non-Eukaryote,non-Eukaryote
uniq39139,non-Eukaryote,non-Eukaryote
uniq39152,non-Eukaryote,non-Eukaryote
uniq39166,non-Eukaryote,non-Eukaryote
uniq39180,non-Eukaryote,non-Eukaryote
uniq39204,non-Eukaryote,non-Eukaryote
uniq39206,non-Eukaryote,non-Eukaryote
uniq39217,non-Eukaryote,non-Eukaryote
uniq39223,non-Eukaryote,non-Eukaryote
uniq39251,non-Eukaryote,non-Eukaryote
uniq39228,non-Eukaryote,non-Eukaryote
uniq39238,non-Eukaryote,non-Eukaryote
uniq39252,non-Eukaryote,non-Eukaryote
uniq39259,non-Eukaryote,non-Eukaryote
uniq39272,non-Eukaryote,non-Eukaryote
uniq39281,non-Eukaryote,non-Eukaryote
uniq39305,non-Eukaryote,non-Eukaryote
uniq39309,non-Eukaryote,non-Eukaryote
uniq39314,non-Eukaryote,non-Eukaryote
uniq39326,non-Eukaryote,non-Eukaryote
uniq39340,non-Eukaryote,non-Eukaryote
uniq39342,non-Eukaryote,non-Eukaryote
uniq39352,non-Eukaryote,non-Eukaryote
uniq39383,non-Eukaryote,non-Eukaryote
uniq39385,non-Eukaryote,non-Eukaryote
uniq39389,non-Eukaryote,non-Eukaryote
uniq39391,non-Eukaryote,non-Eukaryote
uniq39416,non-Eukaryote,non-Eukaryote
uniq39440,non-Eukaryote,non-Eukaryote
uniq39444,non-Eukaryote,non-Eukaryote
uniq39447,non-Eukaryote,non-Eukaryote
uniq39442,non-Eukaryote,non-Eukaryote
uniq39456,non-Eukaryote,non-Eukaryote
uniq39463,non-Eukaryote,non-Eukaryote
uniq39511,non-Eukaryote,non-Eukaryote
uniq39503,non-Eukaryote,non-Eukaryote
uniq39521,non-Eukaryote,non-Eukaryote
uniq39535,non-Eukaryote,non-Eukaryote
uniq39525,non-Eukaryote,non-Eukaryote
uniq39550,non-Eukaryote,non-Eukaryote
uniq39552,non-Eukaryote,non-Eukaryote
uniq39555,non-Eukaryote,non-Eukaryote
uniq39579,non-Eukaryote,non-Eukaryote
uniq39560,non-Eukaryote,non-Eukaryote
uniq39607,non-Eukaryote,non-Eukaryote
uniq39609,non-Eukaryote,non-Eukaryote
uniq39633,non-Eukaryote,non-Eukaryote
uniq39636,non-Eukaryote,non-Eukaryote
uniq39666,non-Eukaryote,non-Eukaryote
uniq39675,non-Eukaryote,non-Eukaryote
uniq39697,non-Eukaryote,non-Eukaryote
uniq39707,non-Eukaryote,non-Eukaryote
uniq39709,non-Eukaryote,non-Eukaryote
uniq39744,non-Eukaryote,non-Eukaryote
uniq39767,non-Eukaryote,non-Eukaryote
uniq39769,non-Eukaryote,non-Eukaryote
uniq39808,non-Eukaryote,non-Eukaryote
uniq39822,non-Eukaryote,non-Eukaryote
uniq39821,non-Eukaryote,non-Eukaryote
uniq39832,non-Eukaryote,non-Eukaryote
uniq39862,non-Eukaryote,non-Eukaryote
uniq39864,non-Eukaryote,non-Eukaryote
uniq39869,non-Eukaryote,non-Eukaryote
uniq39842,non-Eukaryote,non-Eukaryote
uniq39871,non-Eukaryote,non-Eukaryote
uniq39878,non-Eukaryote,non-Eukaryote
uniq39910,non-Eukaryote,non-Eukaryote
uniq39905,non-Eukaryote,non-Eukaryote
uniq39915,non-Eukaryote,non-Eukaryote
uniq39931,non-Eukaryote,non-Eukaryote
uniq39963,non-Eukaryote,non-Eukaryote
uniq39962,non-Eukaryote,non-Eukaryote
uniq40012,non-Eukaryote,non-Eukaryote
uniq40024,non-Eukaryote,non-Eukaryote
uniq40038,non-Eukaryote,non-Eukaryote
uniq40037,non-Eukaryote,non-Eukaryote
uniq40040,non-Eukaryote,non-Eukaryote
uniq40042,non-Eukaryote,non-Eukaryote
uniq40061,non-Eukaryote,non-Eukaryote
uniq40053,non-Eukaryote,non-Eukaryote
uniq40076,non-Eukaryote,non-Eukaryote
uniq40077,non-Eukaryote,non-Eukaryote
uniq40102,non-Eukaryote,non-Eukaryote
uniq40105,non-Eukaryote,non-Eukaryote
uniq40114,non-Eukaryote,non-Eukaryote
uniq40120,non-Eukaryote,non-Eukaryote
uniq40139,non-Eukaryote,non-Eukaryote
uniq40134,non-Eukaryote,non-Eukaryote
uniq40142,non-Eukaryote,non-Eukaryote
uniq40153,non-Eukaryote,non-Eukaryote
uniq40143,non-Eukaryote,non-Eukaryote
uniq40182,non-Eukaryote,non-Eukaryote
uniq40186,non-Eukaryote,non-Eukaryote
uniq40183,non-Eukaryote,non-Eukaryote
uniq40199,non-Eukaryote,non-Eukaryote
uniq40198,non-Eukaryote,non-Eukaryote
uniq40208,non-Eukaryote,non-Eukaryote
uniq40209,non-Eukaryote,non-Eukaryote
uniq40252,non-Eukaryote,non-Eukaryote
uniq40307,non-Eukaryote,non-Eukaryote
uniq40300,non-Eukaryote,non-Eukaryote
uniq40329,non-Eukaryote,non-Eukaryote
uniq40327,non-Eukaryote,non-Eukaryote
uniq40333,non-Eukaryote,non-Eukaryote
uniq40342,non-Eukaryote,non-Eukaryote
uniq40367,non-Eukaryote,non-Eukaryote
uniq40384,non-Eukaryote,non-Eukaryote
uniq40394,non-Eukaryote,non-Eukaryote
uniq40397,non-Eukaryote,non-Eukaryote
uniq40416,non-Eukaryote,non-Eukaryote
uniq40436,non-Eukaryote,non-Eukaryote
uniq40441,non-Eukaryote,non-Eukaryote
uniq40442,non-Eukaryote,non-Eukaryote
uniq40459,non-Eukaryote,non-Eukaryote
uniq40467,non-Eukaryote,non-Eukaryote
uniq40503,non-Eukaryote,non-Eukaryote
uniq40494,non-Eukaryote,non-Eukaryote
uniq40496,non-Eukaryote,non-Eukaryote
uniq40526,non-Eukaryote,non-Eukaryote
uniq40520,non-Eukaryote,non-Eukaryote
uniq40530,non-Eukaryote,non-Eukaryote
uniq40548,non-Eukaryote,non-Eukaryote
uniq40571,non-Eukaryote,non-Eukaryote
uniq40600,non-Eukaryote,non-Eukaryote
uniq40604,non-Eukaryote,non-Eukaryote
uniq40627,non-Eukaryote,non-Eukaryote
uniq40628,non-Eukaryote,non-Eukaryote
uniq40645,non-Eukaryote,non-Eukaryote
uniq40662,non-Eukaryote,non-Eukaryote
uniq40674,non-Eukaryote,non-Eukaryote
uniq40722,non-Eukaryote,non-Eukaryote
uniq40732,non-Eukaryote,non-Eukaryote
uniq40757,non-Eukaryote,non-Eukaryote
uniq40762,non-Eukaryote,non-Eukaryote
uniq40778,non-Eukaryote,non-Eukaryote
uniq40781,non-Eukaryote,non-Eukaryote
uniq40779,non-Eukaryote,non-Eukaryote
uniq40782,non-Eukaryote,non-Eukaryote
uniq40839,non-Eukaryote,non-Eukaryote
uniq40885,non-Eukaryote,non-Eukaryote
uniq40895,non-Eukaryote,non-Eukaryote
uniq40937,non-Eukaryote,non-Eukaryote
uniq40941,non-Eukaryote,non-Eukaryote
uniq40962,non-Eukaryote,non-Eukaryote
uniq40971,non-Eukaryote,non-Eukaryote
uniq40970,non-Eukaryote,non-Eukaryote
uniq41005,non-Eukaryote,non-Eukaryote
uniq41013,non-Eukaryote,non-Eukaryote
uniq41014,non-Eukaryote,non-Eukaryote
uniq41045,non-Eukaryote,non-Eukaryote
uniq41030,non-Eukaryote,non-Eukaryote
uniq41026,non-Eukaryote,non-Eukaryote
uniq41048,non-Eukaryote,non-Eukaryote
uniq41049,non-Eukaryote,non-Eukaryote
uniq41053,non-Eukaryote,non-Eukaryote
uniq41063,non-Eukaryote,non-Eukaryote
uniq41099,non-Eukaryote,non-Eukaryote
uniq41143,non-Eukaryote,non-Eukaryote
uniq41146,non-Eukaryote,non-Eukaryote
uniq41149,non-Eukaryote,non-Eukaryote
uniq41185,non-Eukaryote,non-Eukaryote
uniq41184,non-Eukaryote,non-Eukaryote
uniq41202,non-Eukaryote,non-Eukaryote
uniq41205,non-Eukaryote,non-Eukaryote
uniq41212,non-Eukaryote,non-Eukaryote
uniq41213,non-Eukaryote,non-Eukaryote
uniq41221,non-Eukaryote,non-Eukaryote
uniq41235,non-Eukaryote,non-Eukaryote
uniq41233,non-Eukaryote,non-Eukaryote
uniq41246,non-Eukaryote,non-Eukaryote
